"hospital_name","city","state","county_name","hospital_type","hospital_ownership","emergency_services","beds","trauma","mortality_national_comparison","rating"
"KOSCIUSKO COMMUNITY HOSPITAL","WARSAW","IN","KOSCIUSKO","Acute Care Hospitals","Proprietary","True",72,"NOT AVAILABLE","Same as the National average","3.0"
"WESTERN PLAINS MEDICAL COMPLEX","DODGE CITY","KS","FORD","Acute Care Hospitals","Proprietary","True",99,"NOT AVAILABLE","Same as the National average","3.0"
"STARKE HOSPITAL","KNOX","IN","STARKE","Acute Care Hospitals","Proprietary","True",53,"NOT AVAILABLE","Same as the National average","4.0"
"LA PORTE HOSPITAL","LA PORTE","IN","LA PORTE","Acute Care Hospitals","Voluntary non-profit - Private","True",227,"NOT AVAILABLE","Below the National average","3.0"
"WINN PARISH MEDICAL CENTER","WINNFIELD","LA","WINN","Acute Care Hospitals","Proprietary","True",60,"NOT AVAILABLE","Same as the National average","3.0"
"TANNER MEDICAL CENTER - CARROLLTON","CARROLLTON","GA","CARROLL","Acute Care Hospitals","Government - Hospital District or Authority","True",181,"NOT AVAILABLE","Same as the National average","3.0"
"PULASKI MEMORIAL HOSPITAL","WINAMAC","IN","PULASKI","Critical Access Hospitals","Government - Local","True",25,"NOT AVAILABLE","Not Available","4.0"
"CENTRAL MAINE MEDICAL CENTER","LEWISTON","ME","ANDROSCOGGIN","Acute Care Hospitals","Voluntary non-profit - Private","True",250,"LEVEL II","Same as the National average","3.0"
"THE ORTHOPAEDIC HOSPITAL OF LUTHERAN HEALTH NETWOR","FORT WAYNE","IN","ALLEN","Acute Care Hospitals","Proprietary","False",43,"NOT AVAILABLE","Not Available","5.0"
"ST JOSEPH HOSPITAL","FORT WAYNE","IN","ALLEN","Acute Care Hospitals","Proprietary","True",145,"NOT AVAILABLE","Same as the National average","2.0"
"ST JOSEPH HOSPITAL","FORT WAYNE","IN","ALLEN","Acute Care Hospitals","Proprietary","True",51,"LEVEL IV","Same as the National average","2.0"
"ST JOSEPH HOSPITAL","FORT WAYNE","IN","ALLEN","Acute Care Hospitals","Proprietary","True",208,"LEVEL III","Same as the National average","2.0"
"DECATUR COUNTY MEMORIAL HOSPITAL","GREENSBURG","IN","DECATUR","Critical Access Hospitals","Government - Local","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"CLARA BARTON HOSPITAL","HOISINGTON","KS","BARTON","Critical Access Hospitals","Voluntary non-profit - Private","True",23,"LEVEL IV","Not Available","4.0"
"MAJOR HOSPITAL","SHELBYVILLE","IN","SHELBY","Acute Care Hospitals","Government - Local","True",40,"NOT AVAILABLE","Same as the National average","4.0"
"WELLSTAR SPALDING REGIONAL HOSPITAL","GRIFFIN","GA","SPALDING","Acute Care Hospitals","Proprietary","True",160,"NOT AVAILABLE","Same as the National average","3.0"
"WAYNE MEMORIAL HOSPITAL","JESUP","GA","WAYNE","Acute Care Hospitals","Government - Hospital District or Authority","True",112,"NOT AVAILABLE","Same as the National average","3.0"
"WAYNE MEMORIAL HOSPITAL","JESUP","GA","WAYNE","Acute Care Hospitals","Government - Hospital District or Authority","True",88,"NOT AVAILABLE","Same as the National average","3.0"
"FRANKLIN MEDICAL CENTER","WINNSBORO","LA","FRANKLIN","Acute Care Hospitals","Government - Hospital District or Authority","True",83,"NOT AVAILABLE","Same as the National average","2.0"
"FRANKLIN MEDICAL CENTER","WINNSBORO","LA","FRANKLIN","Acute Care Hospitals","Government - Hospital District or Authority","True",43,"NOT AVAILABLE","Same as the National average","2.0"
"CARNEY HOSPITAL","BOSTON","MA","SUFFOLK","Acute Care Hospitals","Proprietary","True",159,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",112,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",14,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",24,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",345,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",67,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",83,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",25,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",25,"LEVEL IV","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",34,"NOT AVAILABLE","Same as the National average","3.0"
"MEMORIAL HOSPITAL","LOGANSPORT","IN","CASS","Acute Care Hospitals","Government - Local","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"FLEMING COUNTY HOSPITAL","FLEMINGSBURG","KY","FLEMING","Acute Care Hospitals","Voluntary non-profit - Other","True",52,"NOT AVAILABLE","Same as the National average","3.0"
"MARSHALL BROWNING HOSPITAL","DU QUOIN","IL","PERRY","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"LUCAS COUNTY HEALTH CENTER","CHARITON","IA","LUCAS","Critical Access Hospitals","Voluntary non-profit - Other","True",25,"LEVEL IV","Same as the National average","3.0"
"ADAMS MEMORIAL HOSPITAL","DECATUR","IN","ADAMS","Critical Access Hospitals","Government - Local","True",35,"NOT AVAILABLE","Same as the National average","3.0"
"EAST JEFFERSON GENERAL HOSPITAL","METAIRIE","LA","JEFFERSON","Acute Care Hospitals","Government - Hospital District or Authority","True",420,"NOT AVAILABLE","Same as the National average","4.0"
"IOWA LUTHERAN HOSPITAL","DES MOINES","IA","POLK","Acute Care Hospitals","Voluntary non-profit - Private","True",224,"LEVEL IV","Same as the National average","4.0"
"NORTH CADDO MEDICAL CENTER","VIVIAN","LA","CADDO","Critical Access Hospitals","Government - Hospital District or Authority","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"CRISP REGIONAL HOSPITAL","CORDELE","GA","CRISP","Acute Care Hospitals","Government - Hospital District or Authority","True",73,"LEVEL III","Same as the National average","3.0"
"ROCHELLE COMMUNITY HOSPITAL","ROCHELLE","IL","OGLE","Critical Access Hospitals","Voluntary non-profit - Private","True",16,"NOT AVAILABLE","Same as the National average","4.0"
"INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL","MONTICELLO","IN","WHITE","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"ST LUKE'S MAGIC VALLEY RMC","TWIN FALLS","ID","TWIN FALLS","Acute Care Hospitals","Voluntary non-profit - Private","True",224,"NOT AVAILABLE","Same as the National average","3.0"
"LUTHERAN HOSPITAL OF INDIANA","FORT WAYNE","IN","ALLEN","Acute Care Hospitals","Proprietary","True",396,"LEVEL II, LEVEL II PEDIATRIC","Below the National average","2.0"
"ST JOSEPH MEMORIAL HOSPITAL","MURPHYSBORO","IL","JACKSON","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"OUR LADY OF THE ANGELS HOSPITAL","BOGALUSA","LA","WASHINGTON","Acute Care Hospitals","Government - State","True",98,"NOT AVAILABLE","Not Available","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",112,"NOT AVAILABLE","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",14,"NOT AVAILABLE","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",24,"NOT AVAILABLE","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",25,"NOT AVAILABLE","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",345,"NOT AVAILABLE","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",67,"LEVEL IV","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",83,"NOT AVAILABLE","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",25,"LEVEL IV","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",25,"LEVEL IV","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",34,"NOT AVAILABLE","Above the National average","3.0"
"MEMORIAL HOSPITAL","MANCHESTER","KY","CLAY","Acute Care Hospitals","Voluntary non-profit - Church","True",25,"NOT AVAILABLE","Above the National average","3.0"
"TERRE HAUTE REGIONAL HOSPITAL","TERRE HAUTE","IN","VIGO","Acute Care Hospitals","Proprietary","True",278,"LEVEL II","Same as the National average","3.0"
"FAYETTE REGIONAL HEALTH SYSTEM","CONNERSVILLE","IN","FAYETTE","Acute Care Hospitals","Proprietary","True",99,"NOT AVAILABLE","Same as the National average","4.0"
"LORING HOSPITAL","SAC CITY","IA","SAC","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"LEVEL IV","Same as the National average","3.0"
"THREE RIVERS HEALTH","THREE RIVERS","MI","SAINT JOSEPH","Acute Care Hospitals","Government - Hospital District or Authority","True",60,"NOT AVAILABLE","Same as the National average","3.0"
"ST VINCENT RANDOLPH HOSPITAL INC","WINCHESTER","IN","RANDOLPH","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"COVENANT MEDICAL CENTER","WATERLOO","IA","BLACK HAWK","Acute Care Hospitals","Voluntary non-profit - Private","True",277,"LEVEL II, LEVEL II PEDIATRIC","Same as the National average","3.0"
"COVENANT MEDICAL CENTER","WATERLOO","IA","BLACK HAWK","Acute Care Hospitals","Voluntary non-profit - Private","True",346,"LEVEL III","Same as the National average","3.0"
"COVENANT MEDICAL CENTER","WATERLOO","IA","BLACK HAWK","Acute Care Hospitals","Voluntary non-profit - Private","True",525,"LEVEL II","Same as the National average","3.0"
"FLOYD VALLEY HOSPITAL","LE MARS","IA","PLYMOUTH","Critical Access Hospitals","Proprietary","True",25,"LEVEL IV","Same as the National average","4.0"
"TECHE REGIONAL MEDICAL CENTER","MORGAN CITY","LA","SAINT MARY","Acute Care Hospitals","Proprietary","True",165,"NOT AVAILABLE","Same as the National average","3.0"
"SOUTH SHORE HOSPITAL","CHICAGO","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Private","True",370,"LEVEL II","Same as the National average","2.0"
"SOUTH SHORE HOSPITAL","CHICAGO","IL","COOK","Acute Care Hospitals","Voluntary non-profit - Private","True",137,"NOT AVAILABLE","Same as the National average","2.0"
"GOOD SAMARITAN HOSPITAL","VINCENNES","IN","KNOX","Acute Care Hospitals","Voluntary non-profit - Other","True",200,"LEVEL III, LEVEL I REHAB","Below the National average","3.0"
"GOOD SAMARITAN HOSPITAL","VINCENNES","IN","KNOX","Acute Care Hospitals","Voluntary non-profit - Other","True",175,"LEVEL III","Below the National average","3.0"
"GOOD SAMARITAN HOSPITAL","VINCENNES","IN","KNOX","Acute Care Hospitals","Voluntary non-profit - Other","True",657,"NOT AVAILABLE","Below the National average","3.0"
"LADY OF THE SEA GENERAL HOSPITAL","CUT OFF","LA","LAFOURCHE","Critical Access Hospitals","Government - Hospital District or Authority","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"IOWA SPECIALTY HOSPITAL-CLARION","CLARION","IA","WRIGHT","Critical Access Hospitals","Government - Local","True",25,"LEVEL IV","Same as the National average","4.0"
"TRINITY MUSCATINE","MUSCATINE","IA","MUSCATINE","Acute Care Hospitals","Voluntary non-profit - Private","True",48,"LEVEL IV","Same as the National average","3.0"
"KAISER FOUNDATION HOSPITAL","HONOLULU","HI","HONOLULU","Acute Care Hospitals","Voluntary non-profit - Private","True",235,"NOT AVAILABLE","Same as the National average","3.0"
"ST LUKE'S ELMORE MEDICAL CENTER","MOUNTAIN HOME","ID","ELMORE","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"NORTHERN LOUISIANA MEDICAL CENTER","RUSTON","LA","LINCOLN","Acute Care Hospitals","Proprietary","True",91,"NOT AVAILABLE","Same as the National average","2.0"
"WEST JEFFERSON MEDICAL CENTER","MARRERO","LA","JEFFERSON","Acute Care Hospitals","Voluntary non-profit - Private","True",319,"NOT AVAILABLE","Same as the National average","4.0"
"VIA CHRISTI HOSPITAL PITTSBURG INC","PITTSBURG","KS","CRAWFORD","Acute Care Hospitals","Voluntary non-profit - Private","True",111,"LEVEL III","Same as the National average","3.0"
"ELMHURST MEMORIAL HOSPITAL","ELMHURST","IL","DUPAGE","Acute Care Hospitals","Proprietary","True",315,"LEVEL II","Above the National average","4.0"
"DEKALB MEDICAL CENTER AT HILLANDALE","LITHONIA","GA","DEKALB","Acute Care Hospitals","Government - Hospital District or Authority","True",100,"NOT AVAILABLE","Same as the National average","2.0"
"NORWOOD HOSPITAL","NORWOOD","MA","NORFOLK","Acute Care Hospitals","Proprietary","True",215,"NOT AVAILABLE","Same as the National average","3.0"
"EDWARD HOSPITAL","NAPERVILLE","IL","DUPAGE","Acute Care Hospitals","Voluntary non-profit - Private","True",349,"LEVEL II","Above the National average","3.0"
"WEST CALCASIEU CAMERON HOSPITAL","SULPHUR","LA","CALCASIEU","Acute Care Hospitals","Government - Hospital District or Authority","True",79,"NOT AVAILABLE","Same as the National average","3.0"
"GIBSON GENERAL HOSPITAL","PRINCETON","IN","GIBSON","Critical Access Hospitals","Voluntary non-profit - Private","True",25,"NOT AVAILABLE","Same as the National average","3.0"
"MCPHERSON HOSPITAL INC","MCPHERSON","KS","MCPHERSON","Acute Care Hospitals","Voluntary non-profit - Private","True",41,"LEVEL IV","Same as the National average","3.0"
"NORTH CANYON MEDICAL CENTER","GOODING","ID","GOODING","Critical Access Hospitals","Voluntary non-profit - Private","False",18,"NOT AVAILABLE","Same as the National average","4.0"
"TERREBONNE GENERAL MEDICAL CENTER","HOUMA","LA","TERREBONNE","Acute Care Hospitals","Government - Hospital District or Authority","True",230,"NOT AVAILABLE","Same as the National average","3.0"
"PARKVIEW NOBLE HOSPITAL","KENDALLVILLE","IN","NOBLE","Acute Care Hospitals","Voluntary non-profit - Private","True",31,"NOT AVAILABLE","Same as the National average","4.0"
"MARION GENERAL HOSPITAL","MARION","IN","GRANT","Acute Care Hospitals","Voluntary non-profit - Private","True",49,"LEVEL IV","Above the National average","4.0"
"MARION GENERAL HOSPITAL","MARION","IN","GRANT","Acute Care Hospitals","Voluntary non-profit - Private","True",270,"NOT AVAILABLE","Above the National average","4.0"
"MARION GENERAL HOSPITAL","MARION","IN","GRANT","Acute Care Hospitals","Voluntary non-profit - Private","True",97,"NOT AVAILABLE","Above the National average","4.0"
"SAINT ANTHONY MEDICAL CENTER","ROCKFORD","IL","WINNEBAGO","Acute Care Hospitals","Voluntary non-profit - Church","True",-999,"NOT AVAILABLE","Below the National average","3.0"
"SAINT ANTHONY MEDICAL CENTER","ROCKFORD","IL","WINNEBAGO","Acute Care Hospitals","Voluntary non-profit - Church","True",235,"LEVEL I, LEVEL II PEDIATRIC","Below the National average","3.0"
"CLAIBORNE MEMORIAL MEDICAL CENTER","HOMER","LA","CLAIBORNE","Acute Care Hospitals","Government - Local","True",47,"NOT AVAILABLE","Same as the National average","4.0"
"CAPE COD HOSPITAL","HYANNIS","MA","BARNSTABLE","Acute Care Hospitals","Voluntary non-profit - Private","True",252,"NOT AVAILABLE","Same as the National average","4.0"
"COMMUNITY HOSPITAL SOUTH","INDIANAPOLIS","IN","MARION","Acute Care Hospitals","Voluntary non-profit - Private","True",158,"NOT AVAILABLE","Same as the National average","4.0"
"DUPONT HOSPITAL LLC","FORT WAYNE","IN","ALLEN","Acute Care Hospitals","Proprietary","True",131,"NOT AVAILABLE","Same as the National average","4.0"
"OCHSNER MEDICAL CENTER","NEW ORLEANS","LA","JEFFERSON","Acute Care Hospitals","Voluntary non-profit - Private","True",473,"NOT AVAILABLE","Same as the National average","2.0"
"INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC","TIPTON","IN","TIPTON","Critical Access Hospitals","Voluntary non-profit - Other","True",25,"NOT AVAILABLE","Same as the National average","4.0"
"WOMAN'S HOSPITAL","BATON ROUGE","LA","EAST BATON ROUGE","Acute Care Hospitals","Voluntary non-profit - Private","True",168,"NOT AVAILABLE","Not Available","3.0"
"BAPTIST HEALTH RICHMOND","RICHMOND","KY","MADISON","Acute Care Hospitals","Voluntary non-profit - Private","True",105,"NOT AVAILABLE","Same as the National average","3.0"
"JEFF DAVIS HOSPITAL","HAZLEHURST","GA","JEFF DAVIS","Critical Access Hospitals","Government - Hospital District or Authority","True",35,"NOT AVAILABLE","Same as the National average","3.0"
"HARRISBURG MEDICAL CENTER","HARRISBURG","IL","SALINE","Acute Care Hospitals","Voluntary non-profit - Other","True",73,"NOT AVAILABLE","Same as the National average","3.0"
"LAKEVIEW REGIONAL MEDICAL CENTER","COVINGTON","LA","SAINT TAMMANY","Acute Care Hospitals","Proprietary","True",172,"LEVEL III","Same as the National average","3.0"
